{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10.igc', 'dec_date': '250111', 'dec_heure': '120833', 'nearest_dist': 759.7588512561554, 'nearest': 'FAYENCE', 'maxi_date': '250111', 'maxi_heure': '141457', 'altiMax': 1630.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13291.igc', 'dec_date': '140611', 'dec_heure': '124723', 'nearest_dist': 487.44477878235017, 'nearest': 'VILLEFRANCHE TARARE', 'maxi_date': '140611', 'maxi_heure': '165003', 'altiMax': 2068.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13292.igc', 'dec_date': '150611', 'dec_heure': '110635', 'nearest_dist': 180.38287130898863, 'nearest': 'VILLEFRANCHE TARARE', 'maxi_date': '150611', 'maxi_heure': '165055', 'altiMax': 2454.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13293.igc', 'dec_date': '190611', 'dec_heure': '114550', 'nearest_dist': 261.14717038685524, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '190611', 'maxi_heure': '123734', 'altiMax': 2156.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13294.igc', 'dec_date': '190611', 'dec_heure': '134918', 'nearest_dist': 265.8877318924873, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '190611', 'maxi_heure': '144614', 'altiMax': 2334.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13295.igc', 'dec_date': '190611', 'dec_heure': '115406', 'nearest_dist': 420.248547300844, 'nearest': 'TOULOUSE BOURG SAINT BERNARD', 'maxi_date': '190611', 'maxi_heure': '144902', 'altiMax': 1939.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13296.igc', 'dec_date': '200611', 'dec_heure': '085137', 'nearest_dist': 807.6479944902334, 'nearest': 'FAYENCE', 'maxi_date': '200611', 'maxi_heure': '122229', 'altiMax': 3620.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13297.igc', 'dec_date': '200611', 'dec_heure': '143839', 'nearest_dist': 56473.84156766353, 'nearest': 'MEGEVE', 'maxi_date': '200611', 'maxi_heure': '150323', 'altiMax': 3290.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13298.igc', 'dec_date': '190611', 'dec_heure': '080107', 'nearest_dist': 403.57846906366615, 'nearest': 'FAYENCE', 'maxi_date': '190611', 'maxi_heure': '085727', 'altiMax': 4580.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13299.igc', 'dec_date': '190511', 'dec_heure': '125545', 'nearest_dist': 1971.5584901458417, 'nearest': 'GRAULHET MONTDRAGON', 'maxi_date': '190511', 'maxi_heure': '130317', 'altiMax': 1015.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_133.igc', 'dec_date': '250211', 'dec_heure': '135309', 'nearest_dist': 229.4068013812532, 'nearest': 'NOGARO', 'maxi_date': '250211', 'maxi_heure': '145101', 'altiMax': 1014.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1330.igc', 'dec_date': '300311', 'dec_heure': '111516', 'nearest_dist': 46.68996317355551, 'nearest': 'AUBENASSON', 'maxi_date': '300311', 'maxi_heure': '121920', 'altiMax': 2338.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13300.igc', 'dec_date': '190511', 'dec_heure': '140434', 'nearest_dist': 117.16791488031315, 'nearest': 'GRAULHET MONTDRAGON', 'maxi_date': '190511', 'maxi_heure': '144718', 'altiMax': 1338.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13301.igc', 'dec_date': '190611', 'dec_heure': '110233', 'nearest_dist': 557.1120758270564, 'nearest': 'GRAULHET MONTDRAGON', 'maxi_date': '190611', 'maxi_heure': '112705', 'altiMax': 1652.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13302.igc', 'dec_date': '190611', 'dec_heure': '121904', 'nearest_dist': 555.7756287311009, 'nearest': 'GRAULHET MONTDRAGON', 'maxi_date': '190611', 'maxi_heure': '125008', 'altiMax': 1625.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13303.igc', 'dec_date': '190611', 'dec_heure': '135529', 'nearest_dist': 567.742376211818, 'nearest': 'GRAULHET MONTDRAGON', 'maxi_date': '190611', 'maxi_heure': '142709', 'altiMax': 1446.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13304.igc', 'dec_date': '190611', 'dec_heure': '144830', 'nearest_dist': 613.3090479039006, 'nearest': 'GRAULHET MONTDRAGON', 'maxi_date': '190611', 'maxi_heure': '152014', 'altiMax': 1645.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13305.igc', 'dec_date': '060511', 'dec_heure': '130406', 'nearest_dist': 92.83761225859314, 'nearest': 'VICHY CHARMEIL', 'maxi_date': '060511', 'maxi_heure': '140226', 'altiMax': 2784.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13306.igc', 'dec_date': '110611', 'dec_heure': '102222', 'nearest_dist': 949.2184477751615, 'nearest': 'VICHY CHARMEIL', 'maxi_date': '110611', 'maxi_heure': '142006', 'altiMax': 1880.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13307.igc', 'dec_date': '120611', 'dec_heure': '115654', 'nearest_dist': 951.0010244152595, 'nearest': 'VICHY CHARMEIL', 'maxi_date': '120611', 'maxi_heure': '132638', 'altiMax': 1936.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13308.igc', 'dec_date': '130611', 'dec_heure': '120802', 'nearest_dist': 936.2020245025127, 'nearest': 'VICHY CHARMEIL', 'maxi_date': '130611', 'maxi_heure': '152610', 'altiMax': 1712.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13309.igc', 'dec_date': '210611', 'dec_heure': '113424', 'nearest_dist': 311.8341535380033, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '210611', 'maxi_heure': '134632', 'altiMax': 3945.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13310.igc', 'dec_date': '200611', 'dec_heure': '122248', 'nearest_dist': 275.69720469474817, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '200611', 'maxi_heure': '140412', 'altiMax': 3850.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13311.igc', 'dec_date': '200611', 'dec_heure': '114036', 'nearest_dist': 598.7102029588644, 'nearest': 'VINON', 'maxi_date': '200611', 'maxi_heure': '143056', 'altiMax': 2980.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13312.igc', 'dec_date': '210611', 'dec_heure': '093537', 'nearest_dist': 733.5425853196801, 'nearest': 'FAYENCE', 'maxi_date': '210611', 'maxi_heure': '141153', 'altiMax': 3667.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13313.igc', 'dec_date': '210611', 'dec_heure': '104112', 'nearest_dist': 377.99323882482247, 'nearest': 'BELFORT CHAUX', 'maxi_date': '210611', 'maxi_heure': '162048', 'altiMax': 3093.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13314.igc', 'dec_date': '210611', 'dec_heure': '104456', 'nearest_dist': 464.92118746458493, 'nearest': 'FAYENCE', 'maxi_date': '210611', 'maxi_heure': '134944', 'altiMax': 4029.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13315.igc', 'dec_date': '210611', 'dec_heure': '093210', 'nearest_dist': 35.9316045182287, 'nearest': 'AUBENASSON', 'maxi_date': '210611', 'maxi_heure': '130342', 'altiMax': 4363.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13316.igc', 'dec_date': '180611', 'dec_heure': '125037', 'nearest_dist': 168.5210013474575, 'nearest': 'CASTELSARRASIN MOISSAC', 'maxi_date': '180611', 'maxi_heure': '155321', 'altiMax': 1456.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13317.igc', 'dec_date': '210611', 'dec_heure': '133338', 'nearest_dist': 481.634808611266, 'nearest': 'BORDEAUX LEOGNAN SAUCATS', 'maxi_date': '210611', 'maxi_heure': '142204', 'altiMax': 1363.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13318.igc', 'dec_date': '180611', 'dec_heure': '125037', 'nearest_dist': 168.5210013474575, 'nearest': 'CASTELSARRASIN MOISSAC', 'maxi_date': '180611', 'maxi_heure': '155321', 'altiMax': 1456.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13319.igc', 'dec_date': '190611', 'dec_heure': '110055', 'nearest_dist': 169.35888511882598, 'nearest': 'CASTELSARRASIN MOISSAC', 'maxi_date': '190611', 'maxi_heure': '150251', 'altiMax': 1600.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1332.igc', 'dec_date': '300311', 'dec_heure': '101803', 'nearest_dist': 445.76634537970233, 'nearest': 'VINON', 'maxi_date': '300311', 'maxi_heure': '154239', 'altiMax': 2696.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13320.igc', 'dec_date': '210611', 'dec_heure': '110143', 'nearest_dist': 406.7198576298531, 'nearest': 'VINON', 'maxi_date': '210611', 'maxi_heure': '125736', 'altiMax': 4354.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13322.igc', 'dec_date': '210611', 'dec_heure': '120734', 'nearest_dist': 378.27470752271364, 'nearest': 'VINON', 'maxi_date': '210611', 'maxi_heure': '131618', 'altiMax': 2154.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13323.igc', 'dec_date': '210611', 'dec_heure': '104327', 'nearest_dist': 160.72050325053127, 'nearest': 'VINON', 'maxi_date': '210611', 'maxi_heure': '131209', 'altiMax': 4253.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13324.igc', 'dec_date': '210611', 'dec_heure': '123439', 'nearest_dist': 369.49849462323505, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '210611', 'maxi_heure': '133219', 'altiMax': 2406.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13325.igc', 'dec_date': '210611', 'dec_heure': '110926', 'nearest_dist': 462.5612907803189, 'nearest': 'MONT DAUPHIN SAINT CREPIN', 'maxi_date': '210611', 'maxi_heure': '131314', 'altiMax': 4353.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13326.igc', 'dec_date': '200611', 'dec_heure': '105716', 'nearest_dist': 425.7067527578225, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '200611', 'maxi_heure': '151004', 'altiMax': 3443.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13327.igc', 'dec_date': '210611', 'dec_heure': '104912', 'nearest_dist': 385.560147150338, 'nearest': 'VINON', 'maxi_date': '210611', 'maxi_heure': '133804', 'altiMax': 3784.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13328.igc', 'dec_date': '210611', 'dec_heure': '123456', 'nearest_dist': 507.2494965175568, 'nearest': 'BORDEAUX LEOGNAN SAUCATS', 'maxi_date': '210611', 'maxi_heure': '142942', 'altiMax': 1462.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1333.igc', 'dec_date': '300311', 'dec_heure': '113520', 'nearest_dist': 60.55537325548001, 'nearest': 'SALON EYGUIERES', 'maxi_date': '300311', 'maxi_heure': '132544', 'altiMax': 1346.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13330.igc', 'dec_date': '210611', 'dec_heure': '101904', 'nearest_dist': 430.8912426053051, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '210611', 'maxi_heure': '130456', 'altiMax': 4021.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13331.igc', 'dec_date': '200611', 'dec_heure': '120622', 'nearest_dist': 214.19458290828254, 'nearest': 'BORDEAUX LEOGNAN SAUCATS', 'maxi_date': '200611', 'maxi_heure': '133114', 'altiMax': 1601.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13333.igc', 'dec_date': '210611', 'dec_heure': '122034', 'nearest_dist': 456.40898705449547, 'nearest': 'BORDEAUX LEOGNAN SAUCATS', 'maxi_date': '210611', 'maxi_heure': '152601', 'altiMax': 1416.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13334.igc', 'dec_date': '200611', 'dec_heure': '121449', 'nearest_dist': 242.20854502882568, 'nearest': 'BORDEAUX LEOGNAN SAUCATS', 'maxi_date': '200611', 'maxi_heure': '133136', 'altiMax': 1443.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13335.igc', 'dec_date': '200611', 'dec_heure': '122034', 'nearest_dist': 357485.5270778865, 'nearest': 'ITXASSOU', 'maxi_date': '200611', 'maxi_heure': '162206', 'altiMax': 3570.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13336.igc', 'dec_date': '210611', 'dec_heure': '144053', 'nearest_dist': 585.2775185945937, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '210611', 'maxi_heure': '162309', 'altiMax': 2849.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13337.igc', 'dec_date': '210611', 'dec_heure': '103253', 'nearest_dist': 263.88144129895613, 'nearest': 'VINON', 'maxi_date': '210611', 'maxi_heure': '122757', 'altiMax': 3992.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13338.igc', 'dec_date': '210611', 'dec_heure': '103501', 'nearest_dist': 155.27210604027633, 'nearest': 'VINON', 'maxi_date': '210611', 'maxi_heure': '131501', 'altiMax': 4220.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13339.igc', 'dec_date': '210611', 'dec_heure': '120041', 'nearest_dist': 313.23969695911046, 'nearest': 'SAINT MARTIN DE LONDRES', 'maxi_date': '210611', 'maxi_heure': '140131', 'altiMax': 1921.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1334.igc', 'dec_date': '300311', 'dec_heure': '111913', 'nearest_dist': 218.59765118038283, 'nearest': 'SALON EYGUIERES', 'maxi_date': '300311', 'maxi_heure': '135239', 'altiMax': 1724.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13340.igc', 'dec_date': '190611', 'dec_heure': '112012', 'nearest_dist': 329.0818620370728, 'nearest': 'CASTELSARRASIN MOISSAC', 'maxi_date': '190611', 'maxi_heure': '145041', 'altiMax': 1535.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13341.igc', 'dec_date': '110611', 'dec_heure': '113847', 'nearest_dist': 342.30546520561023, 'nearest': 'CASTELSARRASIN MOISSAC', 'maxi_date': '110611', 'maxi_heure': '135008', 'altiMax': 2028.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13342.igc', 'dec_date': '280511', 'dec_heure': '083315', 'nearest_dist': 773.5014686571712, 'nearest': 'FAYENCE', 'maxi_date': '280511', 'maxi_heure': '102519', 'altiMax': 2618.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13343.igc', 'dec_date': '200611', 'dec_heure': '083423', 'nearest_dist': 779.0902243946779, 'nearest': 'FAYENCE', 'maxi_date': '200611', 'maxi_heure': '112411', 'altiMax': 3845.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13344.igc', 'dec_date': '140611', 'dec_heure': '101526', 'nearest_dist': 441.77098471853026, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '140611', 'maxi_heure': '125542', 'altiMax': 3702.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13345.igc', 'dec_date': '190611', 'dec_heure': '095306', 'nearest_dist': 452.9607970907344, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '190611', 'maxi_heure': '150254', 'altiMax': 5123.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13346.igc', 'dec_date': '200611', 'dec_heure': '112304', 'nearest_dist': 379.8442064609095, 'nearest': 'VINON', 'maxi_date': '200611', 'maxi_heure': '151900', 'altiMax': 3878.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13347.igc', 'dec_date': '190611', 'dec_heure': '105115', 'nearest_dist': 460.32058764333436, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '190611', 'maxi_heure': '140024', 'altiMax': 4426.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13348.igc', 'dec_date': '210611', 'dec_heure': '104628', 'nearest_dist': 464.0010375518281, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '210611', 'maxi_heure': '140114', 'altiMax': 4029.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13349.igc', 'dec_date': '210611', 'dec_heure': '103010', 'nearest_dist': 187.0737352498888, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '210611', 'maxi_heure': '140100', 'altiMax': 3920.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1335.igc', 'dec_date': '260311', 'dec_heure': '125048', 'nearest_dist': 410.30009673270143, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '260311', 'maxi_heure': '145240', 'altiMax': 3493.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13350.igc', 'dec_date': '190611', 'dec_heure': '104108', 'nearest_dist': 260.61169807585, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '190611', 'maxi_heure': '140208', 'altiMax': 4093.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13351.igc', 'dec_date': '210611', 'dec_heure': '123610', 'nearest_dist': 382.45498806035204, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '210611', 'maxi_heure': '143030', 'altiMax': 3146.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13352.igc', 'dec_date': '150611', 'dec_heure': '110409', 'nearest_dist': 394.09565606554884, 'nearest': 'VILLEFRANCHE TARARE', 'maxi_date': '150611', 'maxi_heure': '151949', 'altiMax': 2170.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13353.igc', 'dec_date': '150611', 'dec_heure': '114404', 'nearest_dist': 391.9463494083958, 'nearest': 'VILLEFRANCHE TARARE', 'maxi_date': '150611', 'maxi_heure': '130704', 'altiMax': 2201.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13354.igc', 'dec_date': '110611', 'dec_heure': '100528', 'nearest_dist': 351.25756074359714, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '110611', 'maxi_heure': '133557', 'altiMax': 3690.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13355.igc', 'dec_date': '210611', 'dec_heure': '110608', 'nearest_dist': 365.20635873046365, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '210611', 'maxi_heure': '120140', 'altiMax': 3794.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13356.igc', 'dec_date': '190611', 'dec_heure': '111713', 'nearest_dist': 573.566244268783, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '190611', 'maxi_heure': '143441', 'altiMax': 2433.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13357.igc', 'dec_date': '150611', 'dec_heure': '121206', 'nearest_dist': 538.7601978872117, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '150611', 'maxi_heure': '135630', 'altiMax': 1482.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13358.igc', 'dec_date': '190611', 'dec_heure': '113536', 'nearest_dist': 519.5521862533644, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '190611', 'maxi_heure': '130232', 'altiMax': 2241.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13359.igc', 'dec_date': '150611', 'dec_heure': '123226', 'nearest_dist': 569.4600047136911, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '150611', 'maxi_heure': '142650', 'altiMax': 1563.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1336.igc', 'dec_date': '250311', 'dec_heure': '114611', 'nearest_dist': 354.66911329133245, 'nearest': 'VINON', 'maxi_date': '250311', 'maxi_heure': '150900', 'altiMax': 3692.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13360.igc', 'dec_date': '190611', 'dec_heure': '123254', 'nearest_dist': 530.1858453073946, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '190611', 'maxi_heure': '125626', 'altiMax': 2039.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13361.igc', 'dec_date': '190611', 'dec_heure': '134825', 'nearest_dist': 526.0738043902045, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '190611', 'maxi_heure': '151345', 'altiMax': 2138.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13362.igc', 'dec_date': '200611', 'dec_heure': '113009', 'nearest_dist': 729.9049313397179, 'nearest': 'FAYENCE', 'maxi_date': '200611', 'maxi_heure': '143235', 'altiMax': 3429.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13363.igc', 'dec_date': '280511', 'dec_heure': '134955', 'nearest_dist': 67458.53388338242, 'nearest': 'OLORON HERRERE', 'maxi_date': '280511', 'maxi_heure': '142219', 'altiMax': 2352.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13364.igc', 'dec_date': '210611', 'dec_heure': '105431', 'nearest_dist': 357489.0961074684, 'nearest': 'ITXASSOU', 'maxi_date': '210611', 'maxi_heure': '133302', 'altiMax': 4220.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13365.igc', 'dec_date': '290511', 'dec_heure': '105403', 'nearest_dist': 67478.64669754378, 'nearest': 'OLORON HERRERE', 'maxi_date': '290511', 'maxi_heure': '122115', 'altiMax': 3089.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13366.igc', 'dec_date': '190611', 'dec_heure': '113936', 'nearest_dist': 13355.709631035093, 'nearest': 'SAINTE LEOCADIE', 'maxi_date': '190611', 'maxi_heure': '122104', 'altiMax': 2463.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13367.igc', 'dec_date': '020611', 'dec_heure': '093930', 'nearest_dist': 67482.34114584637, 'nearest': 'OLORON HERRERE', 'maxi_date': '020611', 'maxi_heure': '101442', 'altiMax': 2794.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13368.igc', 'dec_date': '200611', 'dec_heure': '122043', 'nearest_dist': 116.55115609710501, 'nearest': 'VINON', 'maxi_date': '200611', 'maxi_heure': '155449', 'altiMax': 3666.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13369.igc', 'dec_date': '210611', 'dec_heure': '105452', 'nearest_dist': 402.3023893800108, 'nearest': 'VINON', 'maxi_date': '210611', 'maxi_heure': '142721', 'altiMax': 3306.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1337.igc', 'dec_date': '300311', 'dec_heure': '105217', 'nearest_dist': 86.86211130476849, 'nearest': 'VINON', 'maxi_date': '300311', 'maxi_heure': '122617', 'altiMax': 2299.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13370.igc', 'dec_date': '210611', 'dec_heure': '121656', 'nearest_dist': 615.5904771726571, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '210611', 'maxi_heure': '133657', 'altiMax': 3659.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13371.igc', 'dec_date': '200611', 'dec_heure': '112102', 'nearest_dist': 67481.80421864521, 'nearest': 'OLORON HERRERE', 'maxi_date': '200611', 'maxi_heure': '125622', 'altiMax': 3379.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13372.igc', 'dec_date': '210611', 'dec_heure': '105350', 'nearest_dist': 67477.03728945696, 'nearest': 'OLORON HERRERE', 'maxi_date': '210611', 'maxi_heure': '152326', 'altiMax': 4155.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13373.igc', 'dec_date': '200611', 'dec_heure': '112515', 'nearest_dist': 67448.49914046355, 'nearest': 'OLORON HERRERE', 'maxi_date': '200611', 'maxi_heure': '151543', 'altiMax': 3931.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13374.igc', 'dec_date': '130611', 'dec_heure': '104221', 'nearest_dist': 420.79917592853866, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '130611', 'maxi_heure': '131417', 'altiMax': 3575.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_13375.igc', 'dec_date': '140611', 'dec_heure': '101305', 'nearest_dist': 395.4831183939636, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '140611', 'maxi_heure': '121533', 'altiMax': 3842.0}
